facility_key,owner_key,phone,program_category,inspection_type,action_code,result_code,facility_name,site_address,city,state,zip,owner_name,nature_of_business,street_number,street_name,street_type,post_directional,program_category_description,inspection_date,inspection_desc,serial_num,action_desc,result_desc,violation_code,violation_desc,inspection_memo,not_masked,sampid,sampsize
17044,15510,,406,,11,3,original garcias kitchen,4917 4th st nw ,albuquerque,nm,87107,garcia enterprises inc.,restaurant,4917,4th,st,nw,food service establishment,2020-11-17 00:00:00,covid response,dak66kl1g,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
127172,112722,5059664915.0,406,,35,3,rusty taco,6600 menaul blvd ne t-002,albuquerque,nm,87110,jj & d enterprises,,6600,menaul,blvd,ne,food service establishment,2021-03-17 00:00:00,covid response,dadzael6z,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,50
69766,14857,5059384717.0,406,,35,3,flying star 6,10700 a corrales rd nw ,albuquerque,nm,87114,flying star cafe inc,restaurant,10700,corrales,rd,nw,food service establishment,2021-02-19 00:00:00,covid response,dabw3zdds,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,50
126841,112543,5052554248.0,406,,11,3,hurricanes,4330 lomas blvd ne,albuquerque,nm,87110,a and t enterprises llc,,4330,lomas,blvd,ne,food service establishment,2020-11-17 00:00:00,covid response,datdm58v0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
98859,89145,5058372827.0,406,,35,3,rexs hamburgers,5555 montgomery blvd ne ste 16,albuquerque,nm,87109,big cat corp,,5555,montgomery,blvd,ne,food service establishment,2021-03-23 00:00:00,covid response,dang0vjo0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,50
60817,56074,5052551163.0,406,,35,3,el mezquite market llc,201 san pedro dr se ,albuquerque,nm,87108,el mezquite market llc,meat market,201,san pedro,dr,se,food service establishment,2020-12-18 00:00:00,covid response,dakfjjuxp,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,50
127901,113158,5055036449.0,406,,11,3,duke city kitchen,5016 lomas blvd ne ste b,albuquerque,nm,87110,duke city inc,,5016,lomas,blvd,ne,food service establishment,2020-12-03 00:00:00,covid response,dao4vwedw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
21351,19642,9153321301.0,607,,11,3,dk #704,3808 montgomery blvd ne ,albuquerque,nm,87110,scs beverage inc,retailer,3808,montgomery,blvd,ne,retail - self service & prepackage foods,2020-11-04 00:00:00,covid response,daznkndht,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
127503,112937,5058219816.0,406,,11,3,wecks,7301 paseo del norte ne,albuquerque,nm,87113,walking by faith inc,,7301,paseo del norte,,ne,food service establishment,2021-01-20 00:00:00,covid response,dabletjth,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
117221,104754,5052750828.0,406,,35,3,twisters #14,425 eubank blvd ne,albuquerque,nm,87123,vkc delights group llc,,425,eubank,blvd,ne,food service establishment,2020-12-07 00:00:00,covid response,da0rfrvtk,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,50
45819,8596,5054807581.0,1001,,11,3,baskin robbins,5241 ouray nw ,albuquerque,nm,87120,sullins dev corp,restaurant,5241,ouray,,nw,mobile pre-packaged,2021-02-11 00:00:00,covid response,daplntczw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
106411,91280,,406,,11,3,chipotle mexican grill 1919,3400 nm 528 hwy nw bldg b,albuquerque,nm,87114,chipotle mexican grill of colorado llc,,3400,nm 528,hwy,nw,food service establishment,2021-02-18 00:00:00,covid response,daxvflvfz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
51190,10281,5058650480.0,406,,11,3,mcdonalds 23529,1523 4th st sw ,albuquerque,nm,87105,lpg enterprises inc,restaurant,1523,4th,st,sw,food service establishment,2021-03-04 00:00:00,covid response,dadyd3llq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
43489,41072,,409,,11,3,immanuel lutheran church,300 gold st se ,albuquerque,nm,87102,immanuel lutheran church,school,300,gold,st,se,non school,2020-12-16 00:00:00,covid response,dajtsdedt,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
90012,81606,5056819677.0,607,,11,3,ama tu cuerpo,9601 sage rd sw ste e,albuquerque,nm,87121,ma celina torres,,9601,sage,rd,sw,retail - self service & prepackage foods,2020-11-10 00:00:00,covid response,da63woe3m,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
128226,113403,5055223801.0,406,,11,3,scalo,3500 central av se,albuquerque,nm,87106,vinocibo llc,,3500,central,av,se,food service establishment,2020-12-10 00:00:00,covid response,daa0rspe0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
117224,104752,5052750828.0,406,,11,3,twisters #6,7600 jefferson st ne #29,albuquerque,nm,87109,vkc delights group llc,,7600,jefferson,st,ne,food service establishment,2021-03-10 00:00:00,covid response,daexcibsd,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
15734,14281,5052424444.0,404,,11,3,kindred hospital,700 high st ne,albuquerque,nm,87102,kindred hospital,processor,700,high,st,ne,institutional kitchen,2021-03-05 00:00:00,covid response,da0129457,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
55108,51141,5058310964.0,409,,11,3,legacy church cafe,7201 central av nw ,albuquerque,nm,87121,legacy church inc,cafe,7201,central,av,nw,non school,2021-03-02 00:00:00,covid response,daszaqw30,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
29905,27792,5058565493.0,402,,11,3,covenant school del norte llc,7120 wyoming blvd ne #19a,albuquerque,nm,87109,covenant school del norte llc,childcare/preschool,7120,wyoming,blvd,ne,childcare,2021-02-05 00:00:00,covid response,dacwdc141,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
128054,113260,5058331333.0,608,,11,3,carneceria cuauhtemoc,9601 sage rd sw ste a,albuquerque,nm,87121,german garcia grado,,9601,sage,rd,sw,retail - deli,2020-11-10 00:00:00,covid response,dacxlnmuk,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
127287,112806,5058991346.0,402,,11,3,kidz academy preschool,10751 fineland dr nw,albuquerque,nm,87114,kidz academy preschool llc,,10751,fineland,dr,nw,childcare,2021-02-23 00:00:00,covid response,dasrzs9ln,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
63958,58863,5052322883.0,402,,11,3,eastern child development center,5100 eastern av se ,albuquerque,nm,87108,eastern child development cent,childcare,5100,eastern,av,se,childcare,2021-02-01 00:00:00,covid response,dauh400nd,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
127775,113087,5053237272.0,406,,11,3,papa johns pizza,9500 montgomery blvd ne unit 11,albuquerque,nm,87111,working better together llc,,9500,montgomery,blvd,ne,food service establishment,2021-02-24 00:00:00,covid response,da0129369,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
127459,112908,5057977858.0,406,,11,3,chick fil a at paseo del norte,8110 san pedro dr ne,albuquerque,nm,87113,marklee industries,,8110,san pedro,dr,ne,food service establishment,2021-01-12 00:00:00,covid response,danwfenfo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,50
127271,112792,5058986868.0,406,,11,3,hong kong buffet,10100 coors blvd nw,albuquerque,nm,87114,g & fk new mexico llc,,10100,coors,blvd,nw,food service establishment,2020-10-31 00:00:00,covid response,darezq2k0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
126942,112601,5058987001.0,406,,11,3,paradise hills golf course,10035 country club ln nw,albuquerque,nm,87114,24 llc dba paradise hills golf course,,10035,country club,ln,nw,food service establishment,2021-01-25 00:00:00,covid response,dalgq5gbc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
75923,69429,5052928877.0,406,,11,3,papa felipes mexican restaurant,9800 menaul blvd ne ,albuquerque,nm,87112,rudy m guerrero,restaurant,9800,menaul,blvd,ne,food service establishment,2020-12-01 00:00:00,covid response,dazxtzwto,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
43443,41029,,406,,11,3,solomons porch,4001 osuna rd ne ,albuquerque,nm,87109,calvary chapel of albuq,"church snack bar, coffee",4001,osuna,rd,ne,food service establishment,2021-02-10 00:00:00,covid response,dayfhbpw0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
126471,112332,4059236571.0,406,,11,3,churchs chicken #707,2307 juan tabo blvd ne,albuquerque,nm,87112,ampler chicken llc,,2307,juan tabo,blvd,ne,food service establishment,2021-03-02 00:00:00,covid response,dahsemmh9,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
11349,10112,5058831919.0,406,,11,3,teriyaki chicken bowl 5,4700 menaul blvd ne ,albuquerque,nm,87110,twin dragon,restaurant,4700,menaul,blvd,ne,food service establishment,2020-11-19 00:00:00,covid response,daauguwr6,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
127278,112798,5052671111.0,606,,35,3,animal park & ride,10000 coors blvd nw ste llao5,albuquerque,nm,87114,david f lopez,,10000,coors,blvd,nw,retail - prepackage only,2021-01-11 00:00:00,covid response,dat0cabuo,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
116631,104227,5052666555.0,607,,11,3,kirtland plaza,1620 carlisle blvd se,albuquerque,nm,87106,krishna group llc,,1620,carlisle,blvd,se,retail - self service & prepackage foods,2021-02-17 00:00:00,covid response,dax8d9ah0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
21357,19642,9153321301.0,607,,11,3,7 eleven #712,5401 kathryn av se ,albuquerque,nm,87108,scs beverage inc,retailer,5401,kathryn,av,se,retail - self service & prepackage foods,2021-01-26 00:00:00,covid response,dabjp8iwu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
117855,105326,,607,,35,3,speedway 8699,4720 tramway blvd ne,albuquerque,nm,87123,western refining retail llc,,4720,tramway,blvd,ne,retail - self service & prepackage foods,2021-01-13 00:00:00,covid response,da94m0ufj,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
1558,36280,5058565274.0,601,,11,3,wal mart 824,8000 academy rd ne ,albuquerque,nm,87111,wal mart stores east  lp,restaurant,8000,academy,rd,ne,retail -grocery,2020-11-10 00:00:00,covid response,daoolr5qp,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
78862,21242,5058977096.0,406,,11,3,starbucks coffee 13413,3410 nm 528 nw ,albuquerque,nm,87114,starbucks corp,food service,3410,nm 528,,nw,food service establishment,2021-02-18 00:00:00,covid response,da8xdzrc1,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
89742,21,5052172860.0,606,,35,3,walgreens 12004,8011 ventura st ne ,albuquerque,nm,87122,walgreens co,retail drug/sundries,8011,ventura,st,ne,retail - prepackage only,2020-11-11 00:00:00,covid response,dalqz7lr1,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
120734,17448,5058399568.0,406,,35,3,bobs burgers,5400 central av se,albuquerque,nm,87108,shark enterprises inc,,5400,central,av,se,food service establishment,2020-11-04 00:00:00,covid response,dawccansd,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
128412,113579,5058314191.0,406,,11,3,sal's restaurant,3301 coors blvd nw ste t,albuquerque,nm,87120,sal's restaurant,,3301,coors,blvd,nw,food service establishment,2021-02-22 00:00:00,covid response,dagnifl0b,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
125554,111849,5052682424.0,406,,11,3,jersey mikes 39005,2608 central av se,albuquerque,nm,87106,m and m tacos llc,,2608,central,av,se,food service establishment,2021-03-17 00:00:00,covid response,dab4ag0oh,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
63672,58615,5052688777.0,406,,11,3,chopstix,6001 l lomas blvd ne ,albuquerque,nm,87110,chopstix,restaurant,6001,lomas,blvd,ne,food service establishment,2020-11-13 00:00:00,covid response,dawlmvrag,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
121449,68522,,406,,11,3,taco bell #31822,4815 4th st nw,albuquerque,nm,87107,alvarado concept llc,,4815,4th,st,nw,food service establishment,2021-02-05 00:00:00,covid response,dalt6mcvx,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
75923,69429,5052928877.0,406,,11,3,papa felipes mexican restaurant,9800 menaul blvd ne ,albuquerque,nm,87112,rudy m guerrero,restaurant,9800,menaul,blvd,ne,food service establishment,2020-12-01 00:00:00,covid response,dazxtzwto,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
45193,7629,5059226422.0,406,,11,3,olive garden 1602,10500 coors bypass blvd nw ,albuquerque,nm,87114,gmri inc,restaurant,10500,coors bypass,blvd,nw,food service establishment,2020-11-04 00:00:00,covid response,dafc5mgqy,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
128249,113424,5055823658.0,406,,11,3,taqueria los amigos,4501 4th st nw,albuquerque,nm,87107,juan g lugo orozco,,4501,4th,st,nw,food service establishment,2021-02-17 00:00:00,covid response,dargevsyh,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
4719,3935,5053453014.0,601,,35,3,john brooks supermart 270,1130 candelaria rd nw ,albuquerque,nm,87107,g & l brooks enterprises inc,grocery,1130,candelaria,rd,nw,retail -grocery,2020-11-19 00:00:00,covid response,da5og1bai,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
118908,106198,5055504818.0,409,,11,3,old town catering co,4000 st joseph pl nw,albuquerque,nm,87120,old town catering co,,4000,st joseph,pl,nw,non school,2021-01-20 00:00:00,covid response,da0ffvcdo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
127644,113015,5052426121.0,406,,11,3,new mexico beef jerky & chicharronne burrito express,1425 4th st nw,albuquerque,nm,87102-1420,new mexico beef jerky company llc,,1425,4th,st,nw,food service establishment,2020-12-28 00:00:00,covid response,dahqmkpn0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
91838,80274,9725375936.0,607,,11,3,circle k 1255,12900 indian school rd ne ,albuquerque,nm,87112,circle k stores inc,convienence store,12900,indian school,rd,ne,retail - self service & prepackage foods,2020-12-01 00:00:00,covid response,daha0xosz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
86470,78615,5053526544.0,406,,11,3,applebees grill and bar 6406,2711 coors blvd nw,albuquerque,nm,87120,apple 64006 llc,grill and bar,2711,coors,blvd,nw,food service establishment,2021-01-29 00:00:00,covid response,da2j26gkb,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
5141,4317,5052928803.0,406,,11,3,arbys,6110 san mateo blvd ne ,albuquerque,nm,87109,mjg corporation,restaurant,6110,san mateo,blvd,ne,food service establishment,2020-11-04 00:00:00,covid response,dalnc49rj,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
119621,106810,,607,,11,3,dk #747,8600 central av sw,albuquerque,nm,87121,scs beverage inc,,8600,central,av,sw,retail - self service & prepackage foods,2020-12-14 00:00:00,covid response,dagvb3wqf,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
5500,4657,5052934297.0,406,,35,3,china inn,9500 montgomery blvd ne ste 4,albuquerque,nm,87111,china inn,restaurant,9500,montgomery,blvd,ne,food service establishment,2021-03-15 00:00:00,covid response,daw22yq3k,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
4290,3537,5052667401.0,609,,11,3,smiths 446,6001 lomas blvd ne ,albuquerque,nm,87110,smiths food and drug centers inc,bkry/groc/rest,6001,lomas,blvd,ne,retail - meat/seafood,2020-11-13 00:00:00,covid response,dabrtgdqa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
48201,45337,5058771310.0,404,,11,3,cornucopia adult day care srv,2002 bridge blvd sw ,albuquerque,nm,87105,john carlo trujillo,adult daycare,2002,bridge,blvd,sw,institutional kitchen,2021-03-19 00:00:00,covid response,daqdkjnw3,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
128034,113242,5052421111.0,406,,11,3,monroes,1025 4th st nw,albuquerque,nm,87102,guillermo & robert inc,,1025,4th,st,nw,food service establishment,2020-12-28 00:00:00,covid response,da8dnamet,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
54654,50853,5052680206.0,608,,11,3,talin market world food fare,88 louisiana blvd se ,albuquerque,nm,87108,talin enterprises inc,supermarket,88,louisiana,blvd,se,retail - deli,2021-03-10 00:00:00,covid response,dagy05xoe,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
51095,47660,5058214200.0,404,,11,3,las palomas nursing & rehab ctr,8100 palomas av ne ,albuquerque,nm,87109,peak medical corp,health facility,8100,palomas,av,ne,institutional kitchen,2021-02-24 00:00:00,covid response,daxsmqjx5,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
45193,7629,5059226422.0,406,,11,3,olive garden 1602,10500 coors bypass blvd nw ,albuquerque,nm,87114,gmri inc,restaurant,10500,coors bypass,blvd,nw,food service establishment,2021-01-12 00:00:00,covid response,da53henif,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
7207,6194,5053451777.0,406,,11,3,kfc 39024,5410 4th st nw ,albuquerque,nm,87107,palo alto inc,restaurant,5410,4th,st,nw,food service establishment,2021-02-03 00:00:00,covid response,darf0qtnj,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
117436,104945,,406,,11,3,pinon coffee house,4545 alameda blvd ne ste i,albuquerque,nm,87113,pinon coffee llc,,4545,alameda,blvd,ne,food service establishment,2021-02-26 00:00:00,covid response,darpegclz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
77275,70629,3618545446.0,406,,11,3,jasons deli,3410 nm 528 nw 101 ,albuquerque,nm,87114,coastal deli inc,food service,3410,nm 528,,nw,food service establishment,2021-02-19 00:00:00,covid response,daxhx2hww,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
77493,70819,4253136275.0,601,,11,3,costco wholesale 1016,9955 coors bypass blvd nw ,albuquerque,nm,87114,costco wholesale corporation,wholesale/retail,9955,coors bypass,blvd,nw,retail -grocery,2021-01-13 00:00:00,covid response,damgdtvjw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
115596,90448,6128040951.0,406,,35,3,jimmy johns 2076,5011 montgomery blvd ne ste b,albuquerque,nm,87109,gtw investments llc,,5011,montgomery,blvd,ne,food service establishment,2020-12-17 00:00:00,covid response,dabhmqjao,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
128133,113323,5052615834.0,404,,11,3,central desert behavioral health hospital,1525 n renaissance blvd ne,albuquerque,nm,87107,behavioral health service of new mexico,,1525,n renaissance,blvd,ne,institutional kitchen,2021-01-14 00:00:00,covid response,dad00mvtg,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
126879,112564,5052688942.0,406,,11,3,freddy's frozen custard,2550 central av se ste 200,albuquerque,nm,87106,freddy's frozen custard,,2550,central,av,se,food service establishment,2021-01-26 00:00:00,covid response,darziv2rg,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
128318,113489,5055882156.0,407,,11,3,the blend,4500 osuna rd ne 145,albuquerque,nm,87109,robert herrera,,4500,osuna,rd,ne,limited menu,2021-02-10 00:00:00,covid response,daf7aeaux,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
126743,112485,5058901455.0,406,,11,3,toltec brewing llc,10250 cottonwood park nw,albuquerque,nm,87114,toltec brewing llc,,10250,cottonwood park,,nw,food service establishment,2021-01-22 00:00:00,covid response,dahitq0ve,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
61237,56438,5057922305.0,406,,11,3,durans station,4201 menaul blvd ne ,albuquerque,nm,87110,smg llc,restaurant,4201,menaul,blvd,ne,food service establishment,2020-11-24 00:00:00,covid response,dafq0f5mo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
127778,113087,5058994242.0,406,,11,3,papa johns pizza,8201 golf course rd nw,albuquerque,nm,87120,working better together llc,,8201,golf course,rd,nw,food service establishment,2020-11-20 00:00:00,covid response,dao09rfmq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
104505,93922,,601,,35,2,sprouts farmers market,5112 lomas blvd ne,albuquerque,nm,87110,sunflower farmers markets llc,,5112,lomas,blvd,ne,retail -grocery,2020-11-06 00:00:00,covid response,daqdojlhx,csp corrected on site,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,22,50
715,583,,606,,11,3,t bird inc,2034 south plaza nw ,albuquerque,nm,87104,t-bird inc,retail jewelry,2034,south plaza,,nw,retail - prepackage only,2021-01-27 00:00:00,covid response,da0se8hn3,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
128009,113223,5057960335.0,406,,11,3,wendys,8100 louisiana blvd ne,albuquerque,nm,87113,wen new mexico llc,,8100,louisiana,blvd,ne,food service establishment,2021-01-20 00:00:00,covid response,da8rwh0rh,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
1325,1173,5058986121.0,601,,11,3,kellers farm stores,6100 coors blvd nw ,albuquerque,nm,87120,kellers farm store,meat market,6100,coors,blvd,nw,retail -grocery,2021-02-04 00:00:00,covid response,datjnefdq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,50
119619,106810,,607,,11,3,7 eleven #739,1517 gibson blvd se,albuquerque,nm,87106,scs beverage inc,,1517,gibson,blvd,se,retail - self service & prepackage foods,2020-12-21 00:00:00,covid response,dasfn452h,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
94799,85660,5052815611.0,406,,35,3,acapulco taco,840 san mateo blvd se,albuquerque,nm,87110,acapulco foods llc,,840,san mateo,blvd,se,food service establishment,2020-11-04 00:00:00,covid response,daqxtqb9n,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
128412,113579,5058314191.0,406,,11,3,sal's restaurant,3301 coors blvd nw ste t,albuquerque,nm,87120,sal's restaurant,,3301,coors,blvd,nw,food service establishment,2021-02-22 00:00:00,covid response,dagnifl0b,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
127393,112881,5059487796.0,406,,35,3,wienerschnitzel,2929 carlisle blvd ne,albuquerque,nm,87110,carlisle hd llc,,2929,carlisle,blvd,ne,food service establishment,2021-03-01 00:00:00,covid response,danjdshg0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
127628,113006,5053697271.0,406,,11,3,blaze pizza,6600 menaul blvd ne ste t1,albuquerque,nm,87110,dough boys 2 llc,,6600,menaul,blvd,ne,food service establishment,2021-03-17 00:00:00,covid response,dah5bmitg,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
86358,78513,5058398200.0,402,,11,3,kids world coors llc,3501 coors blvd nw ste g,albuquerque,nm,87120,kids world coors llc,childcare and learning,3501,coors,blvd,nw,childcare,2021-02-01 00:00:00,covid response,daxqbb6lj,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
90530,82030,5058883868.0,406,,11,3,whataburger 245,2808 carlisle blvd ne ,albuquerque,nm,87110,whataburger restaurants lp,fast food,2808,carlisle,blvd,ne,food service establishment,2021-03-18 00:00:00,covid response,da6pmm18z,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
126630,112433,5054332795.0,406,,11,3,the shop/nightshift,2933 monte vista blvd ne,albuquerque,nm,87106,the shop abq llc,,2933,monte vista,blvd,ne,food service establishment,2021-02-17 00:00:00,covid response,da1imordh,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
128085,113287,5058226365.0,606,,11,3,world wide tavern dba stone face package,8201 san pedro ne,albuquerque,nm,87113,world wide tavern dba stone face package,,8201,san pedro,,ne,retail - prepackage only,2021-01-27 00:00:00,covid response,danysmgni,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
60817,56074,5052551163.0,405,,35,3,el mezquite market llc,201 san pedro dr se ,albuquerque,nm,87108,el mezquite market llc,meat market,201,san pedro,dr,se,food processor,2020-11-18 00:00:00,covid response,daliwomvs,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
47771,44953,5052965439.0,406,,11,3,blakes lotaburger 68,12345 central av ne ,albuquerque,nm,87123,blakes lotaburger llc,restaurant,12345,central,av,ne,food service establishment,2021-02-03 00:00:00,covid response,dakn5r9ao,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
75795,69316,5058315778.0,606,,35,3,duke city fueling,4617 central av nw ,albuquerque,nm,87105,zhs enterprise llc,retail pre-package,4617,central,av,nw,retail - prepackage only,2021-02-02 00:00:00,covid response,dahq0sotc,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
127291,112810,5052359195.0,406,,11,3,the eatery,3500 central av se ste 1,albuquerque,nm,87106,the eatery inc,,3500,central,av,se,food service establishment,2020-12-17 00:00:00,covid response,daciqtcyl,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
75923,69429,5052928877.0,406,,11,3,papa felipes mexican restaurant,9800 menaul blvd ne ,albuquerque,nm,87112,rudy m guerrero,restaurant,9800,menaul,blvd,ne,food service establishment,2020-12-01 00:00:00,covid response,dazxtzwto,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
128110,113309,5055542660.0,405,,35,3,m'tucci's twenty five,4939 pan american fwy ne,albuquerque,nm,87109,palio restaurant,,4939,pan american,fwy,ne,food processor,2021-02-09 00:00:00,covid response,daec0wnyp,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
11376,10143,5052926979.0,406,,35,3,sonic drive in,11715 central av ne ,albuquerque,nm,87123,sonic drive in,restaurant,11715,central,av,ne,food service establishment,2020-11-10 00:00:00,covid response,daphk7rae,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
1558,36280,5058565274.0,601,,11,3,wal mart 824,8000 academy rd ne ,albuquerque,nm,87111,wal mart stores east  lp,restaurant,8000,academy,rd,ne,retail -grocery,2020-11-10 00:00:00,covid response,daoolr5qp,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
1559,36280,5052938878.0,601,,11,3,wal mart super center 835,400 eubank blvd ne ,albuquerque,nm,87123,wal mart stores east  lp,restaurant,400,eubank,blvd,ne,retail -grocery,2020-11-25 00:00:00,covid response,dalagifex,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,50
99900,90023,5057973509.0,406,,35,3,jimmy johns,6650 holly av ne ste c2,albuquerque,nm,87113,cjc companies llc,,6650,holly,av,ne,food service establishment,2020-11-25 00:00:00,covid response,darwguw8s,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,50
