facility_key,owner_key,phone,program_category,inspection_type,action_code,result_code,facility_name,site_address,city,state,zip,owner_name,nature_of_business,street_number,street_name,street_type,post_directional,program_category_description,inspection_date,inspection_desc,serial_num,action_desc,result_desc,violation_code,violation_desc,inspection_memo,not_masked,sampid,sampsize
128363,113532,5056106015.0,406,,11,3,slow burn coffee limited,821 mountain rd nw,albuquerque,nm,87102,slow burn coffee limited,,821,mountain,rd,nw,food service establishment,2020-11-16 00:00:00,covid response,dalmicfjl,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,18,5
128184,113364,5059165773.0,406,,11,3,paleta bar 98th,120 98th st nw a-7,albuquerque,nm,87121,paleta bar 98th,,120,98th,st,nw,food service establishment,2020-11-24 00:00:00,covid response,daokub10h,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,19,5
90460,75314,5054890101.0,607,,11,3,m and m stores 4,1316 yale blvd se ,albuquerque,nm,87106,m and m stores inc,retail,1316,yale,blvd,se,retail - self service & prepackage foods,2021-01-28 00:00:00,covid response,dap8r80ss,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,19,5
128165,113348,5057171497.0,406,,35,3,kobe pho,10200 corrales d4 rd nw,albuquerque,nm,87114,kobe pho,,10200,corrales d4,rd,nw,food service establishment,2021-01-07 00:00:00,covid response,dag2yymal,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,19,5
2990,2445,5058842999.0,402,,11,3,la puerta de los ninos,3001 trellis dr nw,albuquerque,nm,87107,la puerta de los ninos day c,inst kitchen,3001,trellis,dr,nw,childcare,2021-02-17 00:00:00,covid response,dasd3b0gr,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,19,5
66235,60910,5052489800.0,406,,35,3,grove cafe and market the,600 central av se ste a,albuquerque,nm,87102,greene sky llc,restaurant,600,central,av,se,food service establishment,2021-01-05 00:00:00,covid response,da1xpas22,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,19,5
122565,55557,5058562226.0,406,,11,3,texas roadhouse holding llc,10030 coors blvd nw,albuquerque,nm,87114,texas roadhouse holding llc,restaurant,10030,coors,blvd,nw,food service establishment,2021-01-22 00:00:00,covid response,dabqj1gxq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,20,5
120123,107235,5052002290.0,406,,35,3,thai heritage & vegan,3804 central av se,albuquerque,nm,87108,wealth llc,,3804,central,av,se,food service establishment,2021-02-03 00:00:00,covid response,dadwbftvy,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,20,5
126250,112211,5053555702.0,406,,11,3,jersey mikes,6400 holly av ne ste a,albuquerque,nm,87120,m & m tacos llc,,6400,holly,av,ne,food service establishment,2021-02-08 00:00:00,covid response,dalxibqaa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,20,5
118043,105474,5053795988.0,406,,11,3,thai spice,7441 paseo del norte ne ste a,albuquerque,nm,87113,shearman enterprises llc,,7441,paseo del norte,,ne,food service establishment,2020-11-20 00:00:00,covid response,dahqyp6mc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,20,5
19829,18188,5052996402.0,406,,11,3,siam cafe thai cuisine,5500 san mateo blvd ne ,albuquerque,nm,87109,siam cafe,restaurant,5500,san mateo,blvd,ne,food service establishment,2021-01-22 00:00:00,covid response,daf39l3y7,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,20,5
123315,98839,5058319300.0,406,,35,3,ladera grille,3401 ladera dr nw,albuquerque,nm,87120,espinoza p e golf llc,,3401,ladera,dr,nw,food service establishment,2021-02-01 00:00:00,covid response,daff76jsl,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,5
3322,2717,5052660550.0,403,,11,3,frontier restaurant,2400 central av se ,albuquerque,nm,87106,frontier restaurant,restaurant/aux kitch,2400,central,av,se,bakery,2021-02-24 00:00:00,covid response,daldhbasm,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,5
90460,75314,5054890101.0,607,,35,3,m and m stores 4,1316 yale blvd se ,albuquerque,nm,87106,m and m stores inc,retail,1316,yale,blvd,se,retail - self service & prepackage foods,2020-11-17 00:00:00,covid response,dal3hr60b,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,5
120927,107909,8087839421.0,406,,35,3,chick fil a,210 eubank blvd se,albuquerque,nm,87123,roadrunner hospitalities,,210,eubank,blvd,se,food service establishment,2020-11-23 00:00:00,covid response,darmhbjb5,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,21,5
18988,17383,5058907113.0,406,,11,3,rudys country store & bbq,10136 coors blvd nw ,albuquerque,nm,87114,casa roja ii inc,restaurant,10136,coors,blvd,nw,food service establishment,2021-03-19 00:00:00,covid response,dapcjlodm,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,21,5
123673,96483,5057969020.0,406,,11,3,freddys frozen custard,131 coors blvd nw,albuquerque,nm,87121,ffc new mexico llc,,131,coors,blvd,nw,food service establishment,2020-12-30 00:00:00,covid response,daud0hhye,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,5
126045,112111,5057921829.0,406,,11,3,auntie anne's pretzels,10000 coors bypass nw ste e 225,albuquerque,nm,87114,solarr corp,,10000,coors bypass,,nw,food service establishment,2021-01-11 00:00:00,covid response,dangyr3jm,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,5
104759,86617,5052666251.0,406,,11,3,firehouse subs,4411 san mateo ne ste e9,albuquerque,nm,87109,lucaba llc,,4411,san mateo,,ne,food service establishment,2021-01-14 00:00:00,covid response,dag2v0scc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,5
128054,113260,5058331333.0,405,,11,3,carneceria cuauhtemoc,9601 sage rd sw ste a,albuquerque,nm,87121,german garcia grado,,9601,sage,rd,sw,food processor,2020-11-10 00:00:00,covid response,dasqr5rfs,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,5
127282,112802,5052344255.0,1002,,11,3,gods warehouse,8011 central av ne,albuquerque,nm,87108,charles aragon,,8011,central,av,ne,mobile food unit,2020-12-28 00:00:00,covid response,da8dsh5vo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,22,5
96197,9120,5053445223.0,402,,11,3,learning tree academy,3615 candelaria rd ne,albuquerque,nm,87110,irene aragon,,3615,candelaria,rd,ne,childcare,2021-02-05 00:00:00,covid response,day1fui7l,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,5
19829,18188,5052996402.0,406,,11,3,siam cafe thai cuisine,5500 san mateo blvd ne ,albuquerque,nm,87109,siam cafe,restaurant,5500,san mateo,blvd,ne,food service establishment,2021-01-22 00:00:00,covid response,daf39l3y7,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,5
127869,113136,5052479843.0,606,,11,3,quick track 85,1720 central ne,albuquerque,nm,87106,sherpa brothers llc,,1720,central,,ne,retail - prepackage only,2020-12-28 00:00:00,covid response,daoyfincu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,5
122565,55557,5058562226.0,406,,11,3,texas roadhouse holding llc,10030 coors blvd nw,albuquerque,nm,87114,texas roadhouse holding llc,restaurant,10030,coors,blvd,nw,food service establishment,2021-01-22 00:00:00,covid response,dabqj1gxq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,23,5
112967,101136,5052436239.0,411,,35,3,the candy lady,424 san felipe st nw,albuquerque,nm,87104,deborrah a davis,,424,san felipe,st,nw,food processor ii,2020-12-23 00:00:00,covid response,daejqthrg,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,23,5
126789,112511,5053459936.0,406,,11,3,dominos pizza,2400 12th st nw bldg c,albuquerque,nm,87104,dominos pizza,,2400,12th,st,nw,food service establishment,2020-12-17 00:00:00,covid response,dagvq9qw2,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,24,5
126728,112479,5058812233.0,406,,11,3,micks chile fix,3351 candelaria rd ne ste a,albuquerque,nm,87107,natalie trujillo,,3351,candelaria,rd,ne,food service establishment,2020-12-30 00:00:00,covid response,dacsdki1l,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,24,5
119804,106966,5059229464.0,406,,11,3,buffalo wild wings 611,10015 coors blvd nw,albuquerque,nm,87114,blazin wings inc,,10015,coors,blvd,nw,food service establishment,2021-01-06 00:00:00,covid response,dawcqm4qa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,24,5
48483,45612,5052927300.0,601,,11,3,vitamin cottage natural fd mkt,4420 wyoming blvd ne ,albuquerque,nm,87111,vit cottage natural fd mkt inc,retail sales,4420,wyoming,blvd,ne,retail -grocery,2021-03-04 00:00:00,covid response,da0yjbbia,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,24,5
108864,97652,5052509781.0,402,,35,3,beginning steps daycare inc,6521 paradise blvd nw ste a,albuquerque,nm,87114,beginning steps daycare inc,,6521,paradise,blvd,nw,childcare,2021-01-22 00:00:00,covid response,dagkgk1m0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,24,5
102897,92589,5052551955.0,406,,11,3,tia betty blues,1248 san mateo blvd se,albuquerque,nm,87102,edith st holding company the,,1248,san mateo,blvd,se,food service establishment,2020-12-09 00:00:00,covid response,dakvqiaxa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,25,5
127278,112798,5052671111.0,606,,35,3,animal park & ride,10000 coors blvd nw ste llao5,albuquerque,nm,87114,david f lopez,,10000,coors,blvd,nw,retail - prepackage only,2021-01-11 00:00:00,covid response,dat0cabuo,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,25,5
11376,10143,5052926979.0,406,,35,3,sonic drive in,11715 central av ne ,albuquerque,nm,87123,sonic drive in,restaurant,11715,central,av,ne,food service establishment,2021-03-04 00:00:00,covid response,dae8aeqd1,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,25,5
119890,107037,5052660143.0,406,,11,3,el zarandeado llc,6500 central av se,albuquerque,nm,87108,el zarandeado llc,,6500,central,av,se,food service establishment,2021-03-03 00:00:00,covid response,da0dc525o,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,25,5
11622,10366,5052554401.0,406,,11,3,gyros diner,106 cornell dr se ,albuquerque,nm,87106,gyros diner,restaurant,106,cornell,dr,se,food service establishment,2021-02-05 00:00:00,covid response,daakouucc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,25,5
115540,103319,5058312111.0,406,,11,3,bobs burgers one inc,4506 central av sw,albuquerque,nm,87105,bobs burgers one inc,,4506,central,av,sw,food service establishment,2021-03-05 00:00:00,covid response,danwv2q4z,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,26,5
96862,87418,5055085649.0,406,,11,3,potato corner,10000 coors bypass nw,albuquerque,nm,87114,potato corner,,10000,coors bypass,,nw,food service establishment,2021-01-20 00:00:00,covid response,daavntcvw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,26,5
119804,106966,5059229464.0,406,,11,3,buffalo wild wings 611,10015 coors blvd nw,albuquerque,nm,87114,blazin wings inc,,10015,coors,blvd,nw,food service establishment,2021-01-06 00:00:00,covid response,dawcqm4qa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,26,5
125555,111850,5057978221.0,406,,11,3,menchies,6500 holly av ne ste a1,albuquerque,nm,87113,schenkman and schenkman llc,,6500,holly,av,ne,food service establishment,2020-11-24 00:00:00,covid response,dalsferm0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,26,5
125465,111799,5052430302.0,406,,11,3,subway 25474,1306 gibson blvd se,albuquerque,nm,87106,summit subway llc,,1306,gibson,blvd,se,food service establishment,2020-12-14 00:00:00,covid response,dajbrwylu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,26,5
125378,50216,5052933154.0,406,,11,3,wecks,730 juan tabo blvd ne,albuquerque,nm,87123,walking by faith inc,,730,juan tabo,blvd,ne,food service establishment,2021-01-19 00:00:00,covid response,dawbvg20m,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,27,5
110329,98872,5059072250.0,402,,11,3,little lobitos,5015 4th st nw,albuquerque,nm,87107,karime reyes gonzales,,5015,4th,st,nw,childcare,2020-11-24 00:00:00,covid response,dahjbsyxz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,27,5
127503,112937,5058219816.0,406,,11,3,wecks,7301 paseo del norte ne,albuquerque,nm,87113,walking by faith inc,,7301,paseo del norte,,ne,food service establishment,2021-01-20 00:00:00,covid response,dabletjth,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,27,5
51639,48342,5057973354.0,406,,35,3,hello deli,7600 jefferson av ne ,albuquerque,nm,87109,mmrv llc,restaurant,7600,jefferson,av,ne,food service establishment,2020-12-31 00:00:00,covid response,darzvt2zi,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,27,5
127530,112952,5059160320.0,406,,11,3,per ehsii shannon la beau-blueeyes facility oob 2/25/21 slapfish albuquerque,2100 louisiana blvd ste 806,albuquerque,nm,87110,wilson restaurants abq llc,,2100,louisiana,blvd,,food service establishment,2021-02-25 00:00:00,covid response,dakjlub5s,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,27,5
126470,112331,4059236571.0,406,,11,3,churchs chicken #701,2937 san mateo blvd ne,albuquerque,nm,87110,ampler chicken llc,,2937,san mateo,blvd,ne,food service establishment,2021-03-05 00:00:00,covid response,daioth4fi,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,28,5
76366,68522,5058993663.0,406,,11,3,taco bell  24051,6810 central av sw ,albuquerque,nm,87121,alvarado concept llc,food service,6810,central,av,sw,food service establishment,2021-01-15 00:00:00,covid response,dakykttqv,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,28,5
127942,113176,5052219910.0,1002,,11,3,soo bak foods,111 hermosa dr se,albuquerque,nm,87108,john katrinak,,111,hermosa,dr,se,mobile food unit,2020-12-15 00:00:00,covid response,dakyfn7mu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,28,5
100426,90465,5052420150.0,406,,11,3,gardunos westside,10031 coors blvd nw,albuquerque,nm,87114,gardunos operating llc,,10031,coors,blvd,nw,food service establishment,2021-01-05 00:00:00,covid response,darjjufo2,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,28,5
119621,106810,,607,,11,3,dk #747,8600 central av sw,albuquerque,nm,87121,scs beverage inc,,8600,central,av,sw,retail - self service & prepackage foods,2020-12-14 00:00:00,covid response,dagvb3wqf,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,28,5
86250,78420,5052498865.0,406,,35,3,subway,333 montano rd nw ste b,albuquerque,nm,87107,trujillo management consultants llc,consulting,333,montano,rd,nw,food service establishment,2020-12-09 00:00:00,covid response,darux0j0t,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,29,5
126400,112280,5053528282.0,406,,11,3,laguna burger,2400 12th st nw,albuquerque,nm,87107,fuego enterprises llc,,2400,12th,st,nw,food service establishment,2020-12-17 00:00:00,covid response,dahe2r0yt,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,29,5
4290,3537,5052667401.0,601,,11,3,smiths 446,6001 lomas blvd ne ,albuquerque,nm,87110,smiths food and drug centers inc,bkry/groc/rest,6001,lomas,blvd,ne,retail -grocery,2020-11-13 00:00:00,covid response,daid6sybp,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,29,5
4740,3955,5052622253.0,406,,11,3,cervantes mexican foods inc,5801 gibson blvd se ,albuquerque,nm,87108,cervantes mexican foods inc,bar/restaurant,5801,gibson,blvd,se,food service establishment,2021-01-22 00:00:00,covid response,daov8h3j6,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,29,5
5500,4657,5052934297.0,406,,11,3,china inn,9500 montgomery blvd ne ste 4,albuquerque,nm,87111,china inn,restaurant,9500,montgomery,blvd,ne,food service establishment,2021-03-23 00:00:00,covid response,dabajpnb6,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,29,5
117860,105326,,607,,11,3,speedway 8925,135 candelaria rd nw,albuquerque,nm,87107,western refining retail llc,,135,candelaria,rd,nw,retail - self service & prepackage foods,2021-02-17 00:00:00,covid response,daxq2mtda,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,30,5
117860,105326,,607,,11,3,speedway 8925,135 candelaria rd nw,albuquerque,nm,87107,western refining retail llc,,135,candelaria,rd,nw,retail - self service & prepackage foods,2021-02-17 00:00:00,covid response,daxq2mtda,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,30,5
4290,3537,5052667401.0,609,,11,3,smiths 446,6001 lomas blvd ne ,albuquerque,nm,87110,smiths food and drug centers inc,bkry/groc/rest,6001,lomas,blvd,ne,retail - meat/seafood,2020-11-13 00:00:00,covid response,dabrtgdqa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,30,5
13285,11935,5058846600.0,406,,35,3,hooters restaurant,4601 san mateo blvd ne ,albuquerque,nm,87109,restaurants of america inc,restaurant,4601,san mateo,blvd,ne,food service establishment,2021-03-08 00:00:00,covid response,daowg0ef8,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,30,5
104505,93922,,601,,35,2,sprouts farmers market,5112 lomas blvd ne,albuquerque,nm,87110,sunflower farmers markets llc,,5112,lomas,blvd,ne,retail -grocery,2020-11-06 00:00:00,covid response,daqdojlhx,csp corrected on site,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,30,5
5141,4317,5052928803.0,406,,11,3,arbys,6110 san mateo blvd ne ,albuquerque,nm,87109,mjg corporation,restaurant,6110,san mateo,blvd,ne,food service establishment,2020-11-04 00:00:00,covid response,dalnc49rj,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,31,5
122565,55557,5058562226.0,406,,11,3,texas roadhouse holding llc,10030 coors blvd nw,albuquerque,nm,87114,texas roadhouse holding llc,restaurant,10030,coors,blvd,nw,food service establishment,2021-01-22 00:00:00,covid response,da0sqpr1s,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,31,5
117494,104999,5058844171.0,406,,35,2,chick fil a,5009 montgomery blvd ne,albuquerque,nm,87109,spadoni nm,,5009,montgomery,blvd,ne,food service establishment,2020-11-03 00:00:00,covid response,daputwmcn,csp corrected on site,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,31,5
5899,5015,5053459200.0,406,,11,3,millys restaurant,7308 jefferson st ne ,albuquerque,nm,87109,milly's restaurant,restaurant,7308,jefferson,st,ne,food service establishment,2021-03-10 00:00:00,covid response,daabhkh9i,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,31,5
128407,113574,5053053499.0,606,,11,3,dollar tree,5001 montgomery blvd ne a-19,albuquerque,nm,87109,dollar tree stores inc.,,5001,montgomery,blvd,ne,retail - prepackage only,2021-01-13 00:00:00,covid response,da7hzin2f,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,31,5
124312,110884,5052000925.0,406,,11,3,dunkin donuts,2301 juan tabo blvd ne,albuquerque,nm,87112,nmr juan tabo llc,,2301,juan tabo,blvd,ne,food service establishment,2021-02-25 00:00:00,covid response,daohnnlzu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,32,5
3069,1272,5052987571.0,601,,11,3,albertsons 911,2801 eubank blvd ne a,albuquerque,nm,87112,albertsons,bakery/deli/meat/reti,2801,eubank,blvd,ne,retail -grocery,2020-11-09 00:00:00,covid response,da0lzpxkd,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,32,5
127195,112739,2095058120.0,406,,11,3,wienerschnitzel,110 juan tabo blvd ne,albuquerque,nm,87123,jthd llc,,110,juan tabo,blvd,ne,food service establishment,2021-01-08 00:00:00,covid response,dafhb9e0d,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,32,5
91834,80274,5058811729.0,607,,35,3,circle k 7962,5101 san mateo blvd ne ,albuquerque,nm,87109,circle k stores inc,convienence store,5101,san mateo,blvd,ne,retail - self service & prepackage foods,2021-03-01 00:00:00,covid response,daqrbzsng,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,32,5
54654,50853,5052680206.0,608,,11,3,talin market world food fare,88 louisiana blvd se ,albuquerque,nm,87108,talin enterprises inc,supermarket,88,louisiana,blvd,se,retail - deli,2021-03-10 00:00:00,covid response,dagy05xoe,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,32,5
126042,112109,5057923344.0,406,,11,3,pizza hut 033489,10660 unser blvd nw ste c,albuquerque,nm,87114,palo alto inc,,10660,unser,blvd,nw,food service establishment,2021-02-23 00:00:00,covid response,daqnxn9hc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,33,5
6698,5738,5057975552.0,406,,35,3,cold stone creamery 258,8100 wyoming blvd ne m2,albuquerque,nm,87113,willis investment corporation,ice cream sales,8100,wyoming,blvd,ne,food service establishment,2021-02-02 00:00:00,covid response,dae8ntwmn,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,33,5
4292,3537,,601,,11,3,smiths food and drug centers inc,320 yale blvd se ,albuquerque,nm,87106,smiths food and drug centers inc,bkry/groc/rest,320,yale,blvd,se,retail -grocery,2020-11-12 00:00:00,covid response,dacgjjnwa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,33,5
75684,1272,5058228383.0,601,,35,3,albertsons 924,8100 ventura st ne ,albuquerque,nm,87122,albertsons,groc/bkry/rest,8100,ventura,st,ne,retail -grocery,2020-11-11 00:00:00,covid response,da07f43gl,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,33,5
128230,113407,5058311616.0,406,,11,3,xuan asian,1800 unser blvd nw ste 600,albuquerque,nm,87120,xuan nation,,1800,unser,blvd,nw,food service establishment,2020-12-30 00:00:00,covid response,da0ngb4sa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,33,5
125245,111702,5052750828.0,406,,11,3,twisters 27,5106 central av se,albuquerque,nm,87108,vkc delights group llc,,5106,central,av,se,food service establishment,2021-02-26 00:00:00,covid response,dal6eeh5z,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,34,5
128110,113309,5055542660.0,405,,35,3,m'tucci's twenty five,4939 pan american fwy ne,albuquerque,nm,87109,palio restaurant,,4939,pan american,fwy,ne,food processor,2021-02-09 00:00:00,covid response,daec0wnyp,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,34,5
1325,1173,5058986121.0,601,,11,3,kellers farm stores,6100 coors blvd nw ,albuquerque,nm,87120,kellers farm store,meat market,6100,coors,blvd,nw,retail -grocery,2021-02-04 00:00:00,covid response,datjnefdq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,34,5
126493,112348,5054041800.0,406,,35,3,smallcakes,8101 san pedro dr ne,albuquerque,nm,87113,brahe venture llc,,8101,san pedro,dr,ne,food service establishment,2021-01-12 00:00:00,covid response,dalqyzbmb,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,34,5
127933,113171,,607,,11,3,maverik country store,5001 jefferson st ne,albuquerque,nm,87109,maverik inc,,5001,jefferson,st,ne,retail - self service & prepackage foods,2020-12-11 00:00:00,covid response,dafnmv10y,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,34,5
65727,60440,5057960311.0,601,,11,3,trader joes 166,8928 holly av ne ,albuquerque,nm,87112,trader joes 166,retail grocery store,8928,holly,av,ne,retail -grocery,2020-12-02 00:00:00,covid response,dayrneln5,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,35,5
119909,107055,5058318905.0,406,,11,3,sharkys fish and shrimp,5420 central av sw,albuquerque,nm,87105,sharkys fish and shrimp llc,,5420,central,av,sw,food service establishment,2020-12-09 00:00:00,covid response,dada0cr3c,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,35,5
126426,112295,5052544749.0,406,,11,3,which wich 070,2300 central av se ste d,albuquerque,nm,87106,tl central llc,,2300,central,av,se,food service establishment,2021-02-25 00:00:00,covid response,da5pguyor,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,35,5
121716,108568,8188713084.0,406,,35,3,the cheesecake factory,6600 menaul blvd ne ste 600,albuquerque,nm,87110,cheesecake factory restaurants inc,,6600,menaul,blvd,ne,food service establishment,2021-03-17 00:00:00,covid response,dasvh0hv2,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,35,5
90460,75314,5054890101.0,607,,35,3,m and m stores 4,1316 yale blvd se ,albuquerque,nm,87106,m and m stores inc,retail,1316,yale,blvd,se,retail - self service & prepackage foods,2020-11-17 00:00:00,covid response,dal3hr60b,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,35,5
126178,112174,5053590000.0,408,,11,3,kiddie academy,7010 alameda blvd ne,albuquerque,nm,87113,ilm llc,,7010,alameda,blvd,ne,school,2021-03-03 00:00:00,covid response,dant05o9h,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,36,5
95959,86617,5052666251.0,406,,35,3,firehouse subs,8050 academy rd ne,albuquerque,nm,87111,lucaba llc,,8050,academy,rd,ne,food service establishment,2020-11-18 00:00:00,covid response,dafvu4uab,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,36,5
69276,14096,5052560564.0,501,,11,3,oniells pub inc,4310 central av se,albuquerque,nm,87108,oniells pub inc,bar/restaurant,4310,central,av,se,bar,2021-03-24 00:00:00,covid response,daaxbrbuc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,36,5
127626,113005,5053020102.0,406,,11,3,two boys donuts,6400 holly av ne ste h,albuquerque,nm,87113,wymason enterprises llc,,6400,holly,av,ne,food service establishment,2020-11-24 00:00:00,covid response,dadivwkb0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,36,5
128353,113523,5054897196.0,1002,,11,3,sanchez tacos #14,1607 broadway blvd se,albuquerque,nm,87102,carlos sanchez,,1607,broadway,blvd,se,mobile food unit,2020-11-25 00:00:00,covid response,dadbddxgj,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,36,5
90460,75314,5054890101.0,607,,11,3,m and m stores 4,1316 yale blvd se ,albuquerque,nm,87106,m and m stores inc,retail,1316,yale,blvd,se,retail - self service & prepackage foods,2021-01-28 00:00:00,covid response,dap8r80ss,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,37,5
6995,6024,5058239700.0,406,,11,3,burger king,5315 wyoming blvd ne ,albuquerque,nm,87109,burger king,restaurant,5315,wyoming,blvd,ne,food service establishment,2021-01-29 00:00:00,covid response,daqacr4te,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,37,5
125245,111702,5052750828.0,406,,11,3,twisters 27,5106 central av se,albuquerque,nm,87108,vkc delights group llc,,5106,central,av,se,food service establishment,2021-02-26 00:00:00,covid response,dal6eeh5z,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,37,5
